order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD484423,ID2641765498,2019-08-12,Nickolson,"[('Lucent 330S', 1), ('Olivia x460', 1), ('pearTV', 2)]",10880,3644.459999999999,-37.8228248,144.95794919999997,15,12892.46,Winter,True,1.1236,works great... bought it for my shop so that it is like an intercom to the house.,1.0
ORD294357,ID2006021061,2019-10-26,Bakers,"[('Alcon 10', 2), ('Thunder line', 2), ('Universe Note', 1), ('iAssist Line', 1)]",5310,22690.09,-37.799403399999996,144.99843280000005,0,28000.09,Spring,False,1.2123,"pink lines on screen after a few months a search on line revealed that the universe s7 active commonly developed pink lines on its screen, similar to the problem which plagued the universe s7 edge. no warrantee, no support. a waste of money.",0.0
ORD440707,ID0576868765,2019-10-23,Bakers,"[('Olivia x460', 2), ('pearTV', 2)]",13090,1988.17,-37.8238216,144.9902251,5,14423.67,Spring,True,1.6008,"four stars excellent phone, meets standars offerd by the dealer",1.0
ORD374740,ID6167357838,2019-03-16,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 2), ('Universe Note', 1)]",16720,6438.200000000001,-37.8078941,144.9714059,10,21486.2,Autumn,False,1.2023,very good phone! i'm in love...,1.0
ORD421527,ID0650268711,2019-07-08,Nickolson,"[('Olivia x460', 1), ('Thunder line', 1), ('iStream', 1), ('pearTV', 1)]",6780,3007.7299999999996,-37.81425520000001,144.9746665,5,9448.73,Winter,True,0.6601,perfect ! loved my new note 9. so glad i bought from this seller rather going thru my service. very easy to set up. it’s awesome.,1.0
ORD390747,ID0202488087,2019-01-31,Thompson,"[('Candle Inferno', 2), ('Universe Note', 2), ('iAssist Line', 2), ('iStream', 1)]",1160,8514.28,-37.800944799999996,144.918856,25,9384.28,Summer,True,2.8038,is it water resistant?? it has been ok. the flap over the charger isn't working well. just an average flip phone.,1.0
ORD174917,ID0711331333,2019-08-12,Thompson,"[('Olivia x460', 1), ('pearTV', 1)]",16220,-8605.42,-37.8066083,144.9571585,0,7614.58,Winter,True,1.115,excellent cell works perfect for any gsm network,1.0
ORD288143,ID0294628572,2019-12-02,Nickolson,"[('iAssist Line', 2), ('pearTV', 2)]",19520,-1770.4699999999993,-37.8174032,144.97039080000005,25,12869.53,Summer,False,0.1518,good sometimes can’t hear well,1.0
ORD041126,ID3537280107,2019-07-25,Nickolson,"[('Candle Inferno', 2), ('iStream', 2), ('pearTV', 2)]",1380,9368.32,-37.8064703,144.9630062,25,10403.32,Winter,False,1.4673,"lots of bang for the buck!!! had the phone only a few day, however it works great and i like the updated features. works like a much more expensive phone. olivia always has awesome phones",1.0
ORD087371,ID0746912549,2019-07-20,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 2), ('Thunder line', 2)]",23970,696.9599999999991,-37.82516500000001,144.9827752,15,21071.46,Winter,False,1.3737,great phone. better than my alcon 11 actually i don’t know about the fingerprint. but for my father is a perfect phone. lasts days unchanged.,1.0
ORD080016,ID3345061639,2019-11-23,Nickolson,"[('Alcon 10', 1), ('Lucent 330S', 1), ('iAssist Line', 2), ('iStream', 2)]",15725,-583.4200000000001,-37.8254649,144.957204,15,12782.83,Spring,True,1.328,already quit working product has already ceased to operate. it will not come on gives error and goes right back off. the unit while low in price is evidently low in quality as well.,0.0
ORD085029,ID0650272180,2019-06-01,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 1), ('Toshika 750', 1), ('iStream', 2)]",12095,9294.189999999999,-37.8148786,144.98212030000005,15,19574.94,Winter,False,1.1802,"mucho mejor de lo que esperaba maravilloso telefono al comienzo tenia mis dudas pero mas que conforme con el producto, perfecta calidad de fotos, muy liviano y practico telefono y muy buena velocidad para ser gama media alta",1.0
ORD209350,ID1833110279,2019-12-13,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 1), ('iAssist Line', 1)]",13520,-5567.75,-37.817806299999994,144.9660039,15,5924.25,Summer,True,0.324,five stars works great looks great,1.0
ORD200566,ID2632208067,2019-03-31,Bakers,"[('Olivia x460', 1), ('Toshika 750', 2), ('iStream', 1)]",16200,-5810.0599999999995,-37.8178994,144.989793,5,9579.94,Autumn,False,1.0014,five stars not so bad,1.0
ORD330163,ID0591435375,2019-02-21,Nickolson,"[('Universe Note', 1), ('iAssist Line', 1), ('iStream', 1)]",11830,-5354.18,-37.8174188,144.9688707,10,5292.82,Summer,False,0.144,very disappointed. the phone was not unlocked and did not work as advertised. i had to send it back last friday and still have not received my refund. i had to send back a case i got for the phone half way across the country and my refund was processed immediately. this was only shipping from pa to nj. very disappointed.,0.0
ORD286801,ID4518640807,2019-07-01,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 1), ('iStream', 2)]",2600,-530.52,-37.8076335,144.94253830000005,5,1939.48,Winter,True,0.6881,good good not great,1.0
ORD450254,ID0498680832,2019-05-14,Bakers,"[('Alcon 10', 1), ('Olivia x460', 2)]",24360,-10952.21,-37.812763200000006,144.99396389999995,15,9753.79,Autumn,False,0.3276,"excellent the phone said it was in ""good condition"" but i thought it was brand new when i opened it. i don't write reviews unless i was very impressed! excellent product",1.0
ORD182665,ID1463620549,2019-02-26,Bakers,"[('Candle Inferno', 1), ('iStream', 1)]",30950,-27256.26,-37.816705799999994,145.0073651,10,598.74,Summer,False,1.3024,just wow! love this phone so much!!!😍 almost 5 years with this phone holding strong!! & i only had to fix the screen once from dropping it.,1.0
ORD351535,ID1132069605,2019-11-05,Thompson,"[('Universe Note', 1), ('pearTV', 1)]",16150,-4694.73,-37.8127024,144.94298,25,7417.77,Spring,True,0.3596,"great screen image but not much the s5 great screen image but not much the s5. one major problem is the wifi, have the fastest home internet but the phone takes for ever to load. all other devices work except my phone seems to operate at dial up speed on wifi. works great on network internet.",1.0
ORD045641,ID6167254904,2019-08-21,Nickolson,"[('Lucent 330S', 1), ('Olivia x460', 2), ('Universe Note', 2), ('iStream', 2)]",2880,6063.1,-37.8177636,144.9659853,25,8223.1,Winter,False,0.3269,good phone good phone,1.0
ORD443844,ID0664378487,2019-03-04,Nickolson,"[('Candle Inferno', 2), ('iAssist Line', 2)]",12180,-6121.02,-37.820378399999996,144.9666014,10,4840.98,Autumn,False,0.3266,"extremely happy with this decision without getting all technical.... if you don't need the latest greatest (s6, s6 edge, note4) this thing is a powerhouse unto itself. i am very happy with my decision and for the price ($20 with 2yr contract) how could i not be?",1.0
ORD490425,ID0589425753,2019-09-26,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 2)]",21260,-7250.049999999999,-37.809470399999995,144.97271819999997,10,11883.95,Spring,True,1.0532,cell phone i ordered this for my son as he was due for an upgrade on his phone. he seems to like it very much.,1.0
ORD382842,ID0287630684,2019-09-25,Thompson,"[('Alcon 10', 1), ('Candle Inferno', 2), ('Lucent 330S', 2), ('iAssist Line', 2)]",14170,2270.7700000000004,-37.803731,144.946674,15,14315.27,Spring,True,0.996,easy to use excelent excelent cell,1.0
ORD314005,ID0233275028,2019-03-12,Bakers,"[('Toshika 750', 1), ('iStream', 2), ('pearTV', 2)]",16850,415.89999999999964,-37.8002338,144.9770628,15,14738.4,Autumn,True,1.9325,charger does not work recieved with no good charger,1.0
ORD497643,ID4061053474,2019-11-10,Bakers,"[('Lucent 330S', 2), ('Toshika 750', 1)]",22735,-13492.7,-37.80998889999999,144.9953274,15,5832.05,Spring,False,0.0084,five stars good phone i dont text but do receive them,1.0
ORD477670,ID0581733882,2019-05-19,Thompson,"[('Candle Inferno', 2), ('iStream', 2)]",12920,-10514.369999999999,-37.8049453,144.9284165,10,1113.63,Autumn,False,1.8523,"olivia note9 more than ""renewed"" working well with t-mobile prepaid plan, not seen any cosmetic damaged or mechanical defect so far, ""excellent condition"".",1.0
ORD498957,ID6167417978,2019-12-23,Nickolson,"[('Toshika 750', 1), ('Universe Note', 1)]",26950,-17183.35,-37.8119519,144.9706032,10,7071.65,Summer,True,0.7453,not factory sealed or unlocked by olivia this was not factory sealed and was not unlocked by olivia. there was a piece of shipping tape used to keep the box together.,0.0
ORD024828,ID3164000427,2019-04-09,Thompson,"[('Universe Note', 1), ('iStream', 1), ('pearTV', 2)]",18315,-2023.9699999999993,-37.8006519,144.9269859,0,16291.03,Autumn,False,2.216,"looking for a s8+ phone i was a bit worried my phone wouldn't work or something wrong could have happened, but no! after buying this product i changed my mind and i am loving my new phone. recommend to buy this product if looking for a s8+!!!! :d",1.0
ORD221336,ID6207152060,2019-05-05,Nickolson,"[('Alcon 10', 2), ('Lucent 330S', 1), ('Universe Note', 2), ('iAssist Line', 2)]",7050,21166.34,-37.8080029,144.97432849999996,10,27511.34,Autumn,True,1.2517,"value for money i got this for my son, he stay a long hours playing games and the battery keeps charge despite.. the phone's condition was very good/like new...",1.0
ORD395252,ID1479928084,2019-11-06,Nickolson,"[('Universe Note', 2), ('pearTV', 2)]",16850,2614.630000000001,-37.8203732,144.95747350000005,5,18622.13,Spring,False,1.0803,five stars better than expected!,1.0
ORD055672,ID3085953501,2019-12-11,Nickolson,"[('Lucent 330S', 1), ('iStream', 1)]",15455,-11872.74,-37.818081799999995,144.9777076,15,1264.01,Summer,True,0.7195,i like my phone phone is great. i only gave the battery 2 stars because after i got it the battery started to swell. bought a new one and everything was back to normal.,1.0
ORD438559,ID0248969197,2019-02-01,Bakers,"[('Universe Note', 2), ('iAssist Line', 2), ('pearTV', 2)]",9380,13956.55,-37.7998186,144.9927729,5,22867.55,Summer,True,1.1534,"most of the time i use the tablet for the web, reading and email, but when i want to work on a word doc, pdf, budget and a lot more, i can do it well on the tablet without pulling out my laptop. the screen isn't as sharp as the s2 models but is nice enough and it does not lack anything else.",1.0
ORD083927,ID6167344585,2019-03-12,Nickolson,"[('Lucent 330S', 1), ('Toshika 750', 2), ('iAssist Line', 1)]",10355,1731.4099999999999,-37.814573700000004,144.9718826,5,11568.66,Autumn,True,0.4924,great mid range device xp came to play with this one. very pleased!,1.0
ORD401464,ID0664380023,2019-03-19,Nickolson,"[('Lucent 330S', 2), ('iAssist Line', 2), ('iStream', 2), ('pearTV', 1)]",10670,2202.379999999999,-37.8207253,144.96585149999999,25,10204.88,Autumn,False,0.4026,i really like this phone i really like this phone,1.0
ORD326660,ID0477081585,2019-08-22,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Lucent 330S', 2), ('Thunder line', 2)]",13215,3053.76,-37.8030328,144.9657936,0,16268.76,Winter,False,1.7636,"oh yeah, don't forget that is a fat phone if you are looking for something slim this is not a phone for you because the back part is rounded so it feels kind of bulky but in functionality, the best one that i had. i'm a toshika user since they where toshika ericsson.",1.0
ORD462933,ID0250933578,2019-01-26,Bakers,"[('Candle Inferno', 2), ('Thunder line', 1), ('Toshika 750', 2), ('iStream', 1)]",5630,5334.51,-37.8194136,145.00730159999995,15,10120.01,Summer,False,1.4918,not the worst... used for three weeks and returned. buy an alcon.,0.0
ORD231081,ID0579507010,2019-07-28,Thompson,"[('Olivia x460', 2), ('iStream', 1)]",25100,-20189.37,-37.8139659,144.94874950000005,10,2400.63,Winter,False,0.2063,si es compatible con tu compañía de teléfono o ko perfecto!,1.0
ORD333362,ID2400284474,2019-09-19,Nickolson,"[('Alcon 10', 2), ('iStream', 1), ('pearTV', 1)]",21090,3042.6100000000006,-37.819900399999995,144.9650407,10,22023.61,Spring,True,0.4224,"new phone love i took a chance with this one but i absolutely love it! it comes with a nano sim card which i wasnt expecting and i had to go to my network provider to buy one, but was only 5 bucks! i would buy again.",1.0
ORD109061,ID0277363204,2019-10-08,Bakers,"[('Alcon 10', 2), ('Candle Inferno', 1), ('pearTV', 2)]",8000,17292.3,-37.8107321,145.0100246,25,23292.3,Spring,False,1.3035,five stars i love it,1.0
ORD303393,ID0541122878,2019-09-29,Bakers,"[('Alcon 10', 1), ('Candle Inferno', 1), ('Olivia x460', 2), ('Toshika 750', 1)]",38645,-22385.059999999998,-37.8051732,145.0149943,0,16259.94,Spring,True,1.8191,olivia universe s6 met needs extremely pleased with the quality of this product! seller was very helpful with communication material included with merchandise.,1.0
ORD081347,ID0767725981,2019-12-16,Nickolson,"[('Candle Inferno', 1), ('Olivia x460', 2)]",4310,-1115.44,-37.8039159,144.96996140000005,15,2548.06,Summer,True,1.6344,"a little dark but i love this phone! i've been a fan of asus phones for a while now. love the size, presentation, camera, memory, onboard storage, i can keep going! worth lots more than the price! only con i've seen is that the base brightness is looow.",1.0
ORD188478,ID2279153648,2019-06-23,Nickolson,"[('Lucent 330S', 1), ('Thunder line', 1), ('Toshika 750', 1), ('iAssist Line', 2)]",32130,-19873.04,-37.8121677,144.974434,0,12256.96,Winter,True,0.8344,does everything my olivia 7 did phone is more than adequate for everything i need.,1.0
ORD476336,ID2935371919,2019-09-10,Bakers,"[('Toshika 750', 2), ('pearTV', 2)]",8770,9435.74,-37.825152100000004,144.992233,25,16013.24,Spring,False,1.7076,"buyer beware says new, but i have my doubts. the battery life is ridiculous for a phone that has reviews boasting about the extended life. therefore it seems used. no damage and works fine besides. update: after a week of use, the phone is constantly overheating. i knew it was too good to be true....",0.0
ORD244241,ID2705194659,2019-09-22,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 2), ('Thunder line', 2)]",2600,10509.34,-37.821075,144.9694435,10,12849.34,Spring,True,0.2762,this is just an awesome tablet for the price and the features it has,1.0
ORD172137,ID2960003290,2019-01-24,Nickolson,"[('Alcon 10', 1), ('Universe Note', 1), ('iAssist Line', 2)]",20360,-2564.5699999999997,-37.8180602,144.96687250000005,25,12705.43,Summer,False,0.2429,"takes getting use to; better than pear any day. i received the phone earlier than expected. phone was in great shape, but i just had to get used to the shape. i'm so happy to have android back, you all can keep your pear.",1.0
ORD085239,ID3367904412,2019-09-27,Nickolson,"[('Alcon 10', 2), ('Lucent 330S', 2), ('iAssist Line', 1), ('iStream', 1)]",6820,15221.029999999999,-37.8094655,144.9638416,5,21700.03,Spring,True,1.1335,excellent budget smartphone arrived quickly. easy to set up. great screen quality. the camera quality is gorgeous. all good things to say about this phone,1.0
ORD175180,ID1492149374,2019-03-01,Thompson,"[('iStream', 2), ('pearTV', 2)]",39310,-23686.84,-37.81317960000001,144.95153249999996,10,11692.16,Autumn,False,0.3966,love my new phone! my phone was delivered on time. it works great! the battery life is awesome!! love it. i would buy again.,1.0
ORD328500,ID0634783915,2019-09-25,Thompson,"[('Alcon 10', 1), ('Lucent 330S', 2), ('Toshika 750', 2), ('Universe Note', 2)]",4660,22367.61,-37.8134217,144.93705690000004,0,27027.61,Spring,False,0.8844,great phone and easy install love it had no problem transfering my data from my old phone comes with a screen protector already on and runs great fingerprint is part of the screen and volume is niceand loud,1.0
ORD323294,ID0709969294,2019-05-25,Thompson,"[('Olivia x460', 1), ('Toshika 750', 1), ('iStream', 1), ('pearTV', 2)]",1010,15641.05,-37.8142545,144.93579580000005,10,16550.05,Autumn,False,1.0069,it’s ok the message app doesn’t like me. and the apps some times dorsnt work right,1.0
ORD033957,ID3218293548,2019-08-23,Thompson,"[('Universe Note', 2), ('iStream', 1)]",3040,3660.8599999999997,-37.804544299999996,144.9535055,10,6396.86,Winter,False,1.0674,stolen phone! used-goods sent me a faulty item whose imei determined that it was stolen.,0.0
ORD064053,ID4315827379,2019-04-10,Bakers,"[('Alcon 10', 1), ('Universe Note', 1), ('iAssist Line', 2)]",9125,7017.5599999999995,-37.8223443,144.99848799999995,10,15230.06,Autumn,True,1.4041,two stars quite the problem with the system to adjust the settings . i'll not be choosing this phone next time,0.0
ORD244463,ID0777701894,2019-03-19,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 1), ('Thunder line', 2), ('Toshika 750', 2)]",35665,-20144.73,-37.8059261,144.955853,0,15520.27,Autumn,False,1.0775,i was in the middle of moving and didnt want to get a new labtop and found this digico inferno for a good price. ive been very happy with it. if your looking for a cheap easy to use tablet look no further.,1.0
ORD013485,ID1463547084,2019-09-16,Bakers,"[('Alcon 10', 1), ('Candle Inferno', 1)]",8995,416.77999999999975,-37.8178223,145.0034301,15,8062.53,Spring,True,1.1308,don't buy. cheap junk only works on speakerphone,0.0
ORD308492,ID0127649149,2019-11-02,Thompson,"[('Toshika 750', 1), ('iAssist Line', 2), ('pearTV', 2)]",12920,8149.0,-37.8065986,144.9427926,5,20423.0,Spring,True,0.7738,ho nice,1.0
ORD363076,ID2797967113,2019-08-14,Nickolson,"[('Lucent 330S', 1), ('Universe Note', 2), ('iAssist Line', 1)]",22690,-11637.31,-37.8068963,144.9746492,5,9918.19,Winter,True,1.3773,had a glitch but was able to fix with a simple download great product just had problems at first with it but downloaded cover 4g lite network mode on the play store and havent had a problem since. the problem was it would do a glitch screen and then shut the screen off.,1.0
ORD066381,ID0582798861,2019-08-12,Nickolson,"[('Thunder line', 2), ('pearTV', 1)]",2525,7407.49,-37.8200888,144.9787888,10,9679.99,Winter,True,0.8292,olivia universe j3 i love my olivia universe j3 it works perfect..,1.0
ORD275047,ID4028046135,2019-10-11,Bakers,"[('Lucent 330S', 1), ('Universe Note', 1), ('iAssist Line', 1), ('pearTV', 1)]",2090,10093.31,-37.811839299999995,145.0116848,10,11974.31,Spring,False,1.4614,smooth working android for mid range price good phone works well on my at&t network in co springs.,1.0
ORD469533,ID6167278772,2019-06-12,Thompson,"[('Olivia x460', 1), ('Thunder line', 1), ('iAssist Line', 1)]",12490,-6797.14,-37.8132706,144.9515284,0,5692.86,Winter,False,0.3978,"great purchase i bought this phone for myself, and i am thrilled about the purchase. it came without any show of wear, and it works fantastic! i would recommend this seller and this phone to anyone. thank you!",1.0
ORD373845,ID0581705123,2019-07-05,Thompson,"[('Alcon 10', 2), ('Universe Note', 2), ('iStream', 2)]",14545,9568.5,-37.8056902,144.92662880000003,10,22659.0,Winter,True,1.9585,one star no sound on calls or videos i bought a broken phone apparently. this is really devastating,0.0
ORD112455,ID2168114074,2019-12-20,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 2), ('Thunder line', 1), ('iStream', 1)]",12750,7583.060000000001,-37.808329799999996,144.9764632,10,19058.06,Summer,False,1.2943,i am loving it so far. no issues whatsoever ... i am loving it so far. no issues whatsoever. the only thing is i wished it came with some headphones.,1.0
ORD475147,ID4975504806,2019-08-14,Bakers,"[('Lucent 330S', 1), ('Olivia x460', 2), ('Toshika 750', 1)]",2525,4174.18,-37.8197689,145.01065590000005,25,6067.93,Winter,True,1.7387,"this is the first time i have bought something from digico and give a bad review for its product my phone just stopped working after barely 3mths,(three days ago), am so upset...cause its cost me a lot of money. this is the first time i have bought something from digico and give a bad review for its product. not happy with this",0.0
ORD172200,ID3208518280,2019-02-06,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 1), ('Universe Note', 2), ('pearTV', 2)]",9350,29397.989999999998,-37.8034467,144.96724540000002,0,38747.99,Summer,True,1.6984,"nice phone battery doesn't last as long as my previous lucent phone but it's not bad. size and weight of phone feels good in my hands. had replaced my lucent with an alcon, didn't really like it so returned for another lucent. good phone for the money.",1.0
ORD465938,ID3115762670,2019-11-19,Thompson,"[('Candle Inferno', 2), ('Universe Note', 1)]",16070,-11068.720000000001,-37.8055627,144.9576716,5,4197.78,Spring,True,1.2231,good phone i wish i knew what i know now. i would have never purchased a verizon cdma phone,1.0
ORD481796,ID1833120506,2019-03-02,Thompson,"[('Alcon 10', 2), ('Lucent 330S', 1), ('Thunder line', 2), ('Toshika 750', 2)]",20350,8900.55,-37.79974050000001,144.9550185,25,24163.05,Autumn,False,1.6004,we enjoy it,1.0
ORD152395,ID1521014698,2019-09-17,Bakers,"[('Toshika 750', 1), ('iAssist Line', 2)]",3685,3891.0200000000004,-37.8018589,144.9927696,25,6654.77,Spring,False,0.9313,just an awesome phone. i'm still using this phone and will ... just an awesome phone. i'm still using this phone and will be for a while since att took the free phones with contract renewals away.,1.0
ORD120502,ID3211909915,2019-01-01,Thompson,"[('Olivia x460', 2), ('iStream', 1)]",11040,-7523.950000000001,-37.8180223,144.95359399999995,10,2412.05,Summer,False,0.8269,"love it great phone, easy to set up and use and phone looks brand new",1.0
ORD180471,ID0289597173,2019-10-18,Thompson,"[('Alcon 10', 2), ('Lucent 330S', 2)]",11220,8753.91,-37.8125779,144.9492853,5,19412.91,Spring,False,0.1952,nice phone very adequate,1.0
ORD021667,ID0598399384,2019-01-13,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 2)]",25620,-17801.33,-37.8139282,144.9654051,5,6537.67,Summer,False,0.6347,wrong item i am returning the phone. i purchased the wrong phone. i wanted the edge and not s7,0.0
ORD194474,ID1327098203,2019-08-11,Nickolson,"[('Alcon 10', 2), ('Toshika 750', 2), ('iStream', 1), ('pearTV', 2)]",13080,22346.65,-37.8135271,144.965125,15,33464.65,Winter,False,0.6854,"my grand kid didn't like device, get frustrated to navigate education video. not worth it!",0.0
ORD120481,ID2935358337,2019-06-13,Bakers,"[('Thunder line', 2), ('iStream', 2)]",21745,-14439.580000000002,-37.82717810000001,144.9940628,15,4043.67,Winter,True,1.9154,phone works great with my at&t carrier received my universe s7 quickly. phone works great with my at&t carrier. no network problems at all! im so happy thank you,1.0
ORD256387,ID6207245783,2019-02-07,Nickolson,"[('Candle Inferno', 2), ('iStream', 1)]",11585,-9419.4,-37.8094804,144.9744559,10,1007.1,Summer,True,1.1025,"so much faster and smoother than note 4. love it. so much faster than note 4, and i don't mind that it doesn't have a removable battery or an sd card. just make sure you get the 64gb if you need more storage. if you have more than that you should get a storage account.",1.0
ORD215734,ID1463620622,2019-06-29,Bakers,"[('Candle Inferno', 2), ('Thunder line', 1)]",9760,-4974.32,-37.8186939,145.00034340000005,25,2345.68,Winter,False,1.0675,great product work great and easy to use. arrived on time,1.0
ORD094649,ID0065702505,2019-11-30,Thompson,"[('Alcon 10', 1), ('Toshika 750', 2)]",12520,5190.18,-37.7882593,144.9292392,0,17710.18,Spring,True,3.1377,i purchased this for my daughter and we all love this!!!! its amazing!! we love the games!,1.0
ORD426026,ID0703556746,2019-01-17,Thompson,"[('Universe Note', 2), ('iAssist Line', 1)]",10180,-868.5100000000002,-37.8064999,144.9560899,10,8293.49,Summer,True,1.0496,i set up the thunder line and it worked for an hour and then died completely. do not buy refurbished!!!! i sent back for return the day after i received.,0.0
ORD083086,ID6167489396,2019-03-06,Thompson,"[('Alcon 10', 2), ('Toshika 750', 2), ('Universe Note', 2), ('iAssist Line', 1)]",7210,21420.85,-37.8089284,144.95758500000005,25,26828.35,Autumn,True,1.0144,does everything i ask it to pretty happy with it,1.0
ORD445677,ID4072557022,2019-08-16,Bakers,"[('Olivia x460', 2), ('Toshika 750', 1), ('iAssist Line', 1)]",17400,-6242.74,-37.8128953,144.99553600000004,25,6807.26,Winter,False,0.3238,"these guys are the real deal, folks!! pleasant buying experience! great product, fast shipping, very smooth transaction! didn't put up a review right away, wanted to use the product a while and make sure of the quality. as you can tell, i am very satisfied! thanks again!!",1.0
ORD276638,ID6167417943,2019-07-14,Nickolson,"[('iStream', 2), ('pearTV', 2)]",11400,1598.5900000000001,-37.8145652,144.96167250000005,0,12998.59,Winter,True,0.8254,perfect. all perfect. thanks.,1.0
ORD411653,ID1271016120,2019-11-07,Thompson,"[('Thunder line', 1), ('iStream', 2)]",4750,-2054.09,-37.81639570000001,144.9373273,5,2458.41,Spring,True,0.9516,"would buy again 10/10 phone doesn't heat up, it's very fast, its camera is outstanding, you might want to concider get a good case to protect this baby.",1.0
ORD347198,ID0588236758,2019-08-28,Nickolson,"[('Alcon 10', 2), ('Lucent 330S', 2), ('Thunder line', 1), ('iStream', 1)]",9670,13083.45,-37.811111,144.9733727,0,22753.45,Winter,True,0.8983,item not as described. this is the international version without warranty or all the lte bands.,0.0
ORD162169,ID0294620297,2019-03-25,Nickolson,"[('iAssist Line', 1), ('iStream', 2)]",1660,855.7800000000002,-37.81800870000001,144.9668486,10,2349.78,Autumn,True,0.2464,loved buying this phone on digico loved buying this phone on digico. the only problem is i got a phone from the uae instead of a ueropean phone. uae is very behind on updates and it seems to be hard coded. no olivia pay etc,1.0
ORD016529,ID6167191689,2019-03-05,Thompson,"[('Candle Inferno', 2), ('Lucent 330S', 1)]",17915,-13383.11,-37.8191792,144.95401850000005,15,1844.64,Autumn,False,0.9476,new cell olivia note 5 new :t mobile cell a-1 purchase great,1.0
ORD115445,ID0245507255,2019-08-03,Thompson,"[('Lucent 330S', 1), ('Thunder line', 2), ('Universe Note', 2)]",4470,7302.27,-37.7992104,144.9594814,10,11325.27,Winter,True,1.8541,works great very nice phone.,1.0
ORD344481,ID5001030326,2019-12-22,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 2), ('Toshika 750', 2), ('iAssist Line', 1)]",14990,-332.5699999999997,-37.8115569,144.9525449,5,13907.93,Summer,True,0.4974,good phone an easy to use basic phone that works on the 3g network. voice and text are all that i use a phone for so it works great for me!,1.0
ORD295824,ID2422395265,2019-07-22,Thompson,"[('Candle Inferno', 1), ('Lucent 330S', 1), ('Olivia x460', 2), ('Toshika 750', 2)]",24075,-9560.37,-37.8082834,144.9321279,15,10903.38,Winter,True,1.4019,yes total piece of junk from this buyer who i would never recommend...the phone was broken from the first it was shipped broken so it had no value for money at all and i had to beg to be compensated which they offered a tiny discount another phone and were more conscerned about a bad review,0.0
ORD246468,ID0278912960,2019-08-31,Bakers,"[('iAssist Line', 1), ('iStream', 2)]",25660,-23068.34,-37.8106985,144.9831396,0,2591.66,Winter,False,1.0663,olivia a157 is perfect for voice calling i've had this phone for quite a while. every thing is good. i love my phone and your service. thanks,1.0
ORD373251,ID3215192006,2019-06-19,Thompson,"[('Olivia x460', 2), ('iStream', 2)]",22960,-20133.37,-37.806990899999995,144.94992630000004,0,2826.63,Winter,True,0.6806,"very good phone good applications, fast, clear pictures and good sound.",1.0
ORD488837,ID0560997289,2019-07-24,Thompson,"[('Olivia x460', 2), ('Universe Note', 2)]",22260,-12848.45,-37.810257299999996,144.936063,0,9411.55,Winter,True,1.0046,"one star terrible, don't buy.",0.0
ORD110979,ID0581760704,2019-06-28,Thompson,"[('Universe Note', 1), ('pearTV', 2)]",6460,7291.030000000001,-37.804403799999996,144.9289851,25,12136.03,Winter,True,1.8376,great quality. best purchase i ever made,1.0
ORD077879,ID0711745660,2019-02-06,Thompson,"[('Alcon 10', 2), ('Olivia x460', 2)]",20480,-28.8799999999992,-37.815234600000004,144.94609340000005,25,15331.12,Summer,False,0.2978,"nice phone nice product, looks like new. battery life is not 100%, i would say around 60... but overall, i satisfied with the purchase",1.0
ORD433135,ID0131102989,2019-11-21,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 1)]",21560,-17771.94,-37.814518400000004,144.958323,0,3788.06,Spring,True,1.0108,great technology!! can't believe the speaker volume and quality is so wonderful. wish i had bought another one!,1.0
ORD360684,ID0579478352,2019-01-24,Thompson,"[('Alcon 10', 1), ('Candle Inferno', 2), ('Lucent 330S', 1)]",22210,-8303.61,-37.820287799999996,144.95313869999995,25,8353.89,Summer,False,1.0017,five stars nice phone,1.0
ORD442949,ID2948774560,2019-08-11,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 1), ('iAssist Line', 2)]",17130,-5250.84,-37.8079477,144.9697767,10,10166.16,Winter,False,1.1854,"nice purchase i purchased this phone for my daughter she love the style, and she is satisified.",1.0
ORD291302,ID0227508487,2019-07-22,Thompson,"[('Thunder line', 2), ('Toshika 750', 2), ('pearTV', 2)]",9200,14844.810000000001,-37.80865900000001,144.9588428,10,23124.81,Winter,False,1.1278,"this is an affordable tablet and works well, you just have to deal with a lot of advertising.",1.0
